"site_no","dateTime","Flow","Flow_cd","Wtemp","pH","DO","Wtemp_F"
"02336360","2011-05-30 23:15:00",6.6,"A",26.6,7,7.2,79.88
"02336728","2011-05-01 22:15:00",16,"A",21.7,7.1,8.3,71.06
"02336120","2011-05-18 06:45:00",13,"A e",14.8,7.2,8.7,58.64
"02336300","2011-05-06 13:45:00",39,"A",14.7,7.3,8.5,58.46
"02336313","2011-05-12 18:45:00",1,"A",25.6,7.3,NA,78.08
"02336120","2011-05-29 02:00:00",21,"A",23.7,6.8,6.9,74.66
"02336313","2011-05-30 23:15:00",0.69,"A",26.3,7.3,5.8,79.34
"02203700","2011-05-11 05:00:00",4.9,"A",22.5,7.4,3.6,72.5
"02336120","2011-05-28 08:45:00",36,"A e",21.5,6.7,7,70.7
"02336240","2011-05-22 17:00:00",8.9,"A",23,7.3,9.3,73.4
"02336526","2011-05-15 06:00:00",3.6,"A e",21,7.4,6.6,69.8
"02337170","2011-05-12 05:15:00",4380,"A",16.5,6.8,9.5,61.7
"02336360","2011-05-21 19:15:00",9.8,"A e",23.2,7.4,9.7,73.76
"02336120","2011-05-03 11:15:00",16,"A",19.7,7.1,7.6,67.46
"02336410","2011-05-01 09:45:00",22,"A",18.6,6.8,7.7,65.48
"02336313","2011-05-19 21:00:00",1,"A",20.3,7.3,8.6,68.54
"02203655","2011-05-07 05:45:00",12,"A",17.4,7.2,7.5,63.32
"02203700","2011-05-25 22:30:00",3.7,"A",25.9,7,7.9,78.62
"02336240","2011-05-04 06:45:00",257,"A e",17.2,6.9,8.8,62.96
"02336240","2011-05-31 00:45:00",11,"A",25.1,7,6.9,77.18
"02203655","2011-05-23 01:15:00",7.8,"A",23,7,6.3,73.4
"02336728","2011-05-27 23:30:00",70,"A",22.1,6.7,7.5,71.78
"02336313","2011-05-24 21:15:00",0.93,"A",24.9,7.2,NA,76.82
"02336526","2011-05-26 22:45:00",10,"A e",23.8,8.4,9.7,74.84
"02203655","2011-05-02 08:30:00",11,"A",19.7,7.1,6.6,67.46
"02336240","2011-05-05 21:30:00",15,"A e",17.5,7.2,NA,63.5
"02336300","2011-05-18 22:00:00",27,"A",18.4,7.6,9.7,65.12
"02336360","2011-05-21 19:30:00",9.8,"A e",23.4,7.4,9.6,74.12
"02336410","2011-05-24 08:00:00",13,"A",22.4,7.2,6.9,72.32
"02336728","2011-05-27 01:00:00",206,"A",22.5,6.9,7.2,72.5
"02336120","2011-05-18 22:30:00",14,"A e",17.8,7.3,9.3,64.04
"02203700","2011-05-25 23:30:00",3.7,"A e",25.5,NA,6.8,77.9
"02336728","2011-05-04 20:45:00",40,"A",18.7,6.9,8.6,65.66
"02336526","2011-05-21 23:00:00",3.5,"A e",24,9.1,11.7,75.2
"02336120","2011-05-24 18:00:00",11,"A",23.3,7.2,8,73.94
"02336313","2011-05-31 09:00:00",0.77,"A",22.9,7.4,5.3,73.22
"02336728","2011-05-20 03:45:00",11,"A",17.2,7.1,NA,62.96
"02336240","2011-05-20 22:45:00",9.2,"A",21.3,7.3,8.5,70.34
"02336240","2011-05-11 01:30:00",11,"A",22.9,7.1,7,73.22
"02203655","2011-05-27 01:00:00",303,"A",22.7,6.7,NA,72.86
"02203655","2011-05-03 21:00:00",13,"A",20.8,7.2,6.7,69.44
"02337170","2011-05-18 16:45:00",2990,"A",13.3,7,9.9,55.94
"02336360","2011-06-01 00:45:00",7.2,"A",26.3,7.1,6.9,79.34
"02336313","2011-05-02 13:00:00",1,"A",18.6,7,6.8,65.48
"02336240","2011-05-30 18:15:00",12,"A",25.8,7.1,7.8,78.44
"02337170","2011-05-20 20:30:00",3700,"A",17,6.9,9.4,62.6
"02336526","2011-05-19 02:15:00",3.8,"A e",17.1,8.8,10.4,62.78
"02336300","2011-05-10 14:00:00",30,"A",20.5,7.3,7.7,68.9
"02336410","2011-05-04 13:30:00",98,"A",16.8,6.7,8.3,62.24
"02336300","2011-05-24 13:30:00",21,"A e",22.1,7.4,7,71.78
"02336120","2011-05-28 13:15:00",30,"A e",NA,6.8,7.2,NA
"02203700","2011-05-11 10:15:00",4.6,"A e",20.3,7.4,3.5,68.54
"02336360","2011-05-04 04:15:00",446,"A",18.7,6.7,7.9,65.66
"02336300","2011-05-09 14:15:00",31,"A",19.2,7.3,8,66.56
"02336120","2011-05-09 09:45:00",16,"A",18.6,7.1,7.9,65.48
"02336313","2011-05-15 06:45:00",0.98,"A",19.7,7.2,6.8,67.46
"02336360","2011-05-11 10:45:00",12,"A",21.3,7,7.1,70.34
"02336360","2011-05-12 10:30:00",11,"A",21.6,6.9,7,70.88
"02336360","2011-05-21 02:15:00",10,"A",20.7,7.2,7.7,69.26
"02336120","2011-05-31 04:45:00",13,"A",24.8,7,6.6,76.64
"02336728","2011-05-02 08:30:00",15,"A",19.3,7,7.8,66.74
"02336410","2011-05-16 06:15:00",16,"A",17.6,7.2,8.1,63.68
"02336360","2011-05-25 05:30:00",9.1,"A",23,7.1,6.5,73.4
"02336240","2011-05-30 23:45:00",11,"A",25.4,7,7,77.72
"02336360","2011-05-16 10:30:00",11,"A",17,7.1,8.1,62.6
"02336120","2011-05-29 04:30:00",20,"A",23,NA,6.8,73.4
"02336728","2011-05-14 18:30:00",12,"A",22.9,7.3,8.7,73.22
"02337170","2011-05-21 21:30:00",3370,"A",17.8,6.9,9.2,64.04
"02336526","2011-05-19 22:00:00",3.6,"A",19.8,8.9,12.6,67.64
"02336526","2011-05-08 15:15:00",4.6,"A",17.1,7.2,9.5,62.78
"02336240","2011-05-25 00:30:00",7.9,"A",24.1,7.2,7,75.38
"02336300","2011-05-07 00:15:00",39,"A",18.1,7.3,8.1,64.58
"02336526","2011-05-26 13:15:00",2.8,"A",22.4,7.4,6.3,72.32
"02336728","2011-05-03 22:30:00",85,"A e",20.7,7,8.3,69.26
"02336526","2011-05-10 23:00:00",5.9,"A",26,8.4,9.5,78.8
"02336360","2011-05-23 18:45:00",11,"A",24.2,7.4,9.2,75.56
"02336120","2011-05-17 07:00:00",13,"A",16.1,7.2,8.3,60.98
"02337170","2011-05-07 01:00:00",6600,"A",12.9,6.8,10.5,55.22
"02336313","2011-05-06 05:30:00",1.2,"A",15.6,7,7.8,60.08
"02337170","2011-05-11 02:45:00",3840,"A e",19.4,6.8,8.7,66.92
"02336120","2011-05-26 01:30:00",11,"A",25,7.1,7,77
"02336410","2011-05-14 15:00:00",17,"A",21,7.2,7.6,69.8
"02336526","2011-05-19 17:30:00",3.8,"A e",16.8,8,11.4,62.24
"02336360","2011-05-28 17:15:00",11,"A",23.2,7,7.4,73.76
"02336360","2011-05-14 15:30:00",11,"A",21,7.2,8.2,69.8
"02336360","2011-05-04 14:15:00",36,"A",16.8,6.9,8.4,62.24
"02336313","2011-05-31 01:15:00",0.69,"A",25.7,7.3,5.4,78.26
"02203700","2011-05-22 22:30:00",3.9,"A",26,7,7.2,78.8
"02336410","2011-05-23 23:30:00",14,"A",24.3,7.3,7.9,75.74
"02337170","2011-05-18 17:15:00",3140,"A",13.4,7,9.9,56.12
"02336240","2011-05-06 15:00:00",14,"A e",15.1,7.2,8.9,59.18
"02336526","2011-05-10 20:00:00",6.4,"A",24.8,8,11,76.64
"02336526","2011-05-17 16:15:00",3.8,"A",15.8,NA,10.5,60.44
"02203700","2011-05-03 15:45:00",6.1,"A",21.1,7.2,10.4,69.98
"02336300","2011-05-03 04:15:00",31,"A",21.3,7.3,6.9,70.34
"02336728","2011-05-21 15:30:00",9.7,"A e",20.1,7.2,8.8,68.18
"02337170","2011-05-07 07:00:00",5930,"A",14,6.9,10.1,57.2
"02337170","2011-05-10 11:00:00",1580,"A",20.6,6.9,7.8,69.08
"02336360","2011-05-23 03:00:00",9.8,"A e",23.2,7.2,6.8,73.76
"02336410","2011-05-18 14:30:00",16,"A",14.1,7.2,9.6,57.38
"02203655","2011-05-27 02:30:00",183,"A e",22.1,6.7,7,71.78
"02336300","2011-05-01 18:15:00",34,"A e",21.5,7.3,8.1,70.7
"02336728","2011-05-25 11:15:00",8.2,"A",20.5,7,7.4,68.9
"02336360","2011-05-18 01:15:00",11,"A",15.6,7.3,9.3,60.08
"02337170","2011-05-09 19:30:00",1340,"A e",20,7,NA,68
"02336360","2011-05-04 16:45:00",31,"A",17.6,7,8.5,63.68
"02336410","2011-05-24 18:00:00",12,"A",24.1,7.4,8.7,75.38
"02203700","2011-05-09 20:15:00",5.1,"A",24.5,7.2,8.9,76.1
"02336526","2011-05-12 15:15:00",3.8,"A e",21.6,7.2,8.6,70.88
"02203700","2011-05-06 07:45:00",5.6,"A",15.4,7,5.9,59.72
"02336526","2011-05-01 14:30:00",4.4,"A",17.6,7,8.1,63.68
"02336728","2011-05-20 19:45:00",10,"A e",22.4,7.3,9.2,72.32
"02203700","2011-05-04 08:15:00",17,"A e",16.2,6.7,8.1,61.16
"02336360","2011-05-05 07:30:00",19,"A e",16.5,6.9,8.1,61.7
"02336728","2011-05-14 22:30:00",12,"A e",23.1,7.3,8.2,73.58
"02336728","2011-05-14 23:00:00",12,"A",22.9,7.3,8,73.22
"02336240","2011-05-17 18:45:00",11,"A",NA,7.4,NA,NA
"02336360","2011-05-21 00:00:00",10,"A",21.5,7.3,8.4,70.7
"02336410","2011-05-31 07:30:00",13,"A",24.2,NA,6.3,75.56
"02336240","2011-05-21 14:15:00",9.2,"A e",18.7,NA,8.4,65.66
"02203700","2011-05-11 15:30:00",4.9,"A e",22.2,7.4,9.3,71.96
"02336410","2011-05-25 18:15:00",11,"A",24.6,7.4,8.6,76.28
"02336410","2011-05-15 23:00:00",16,"A",18.7,7.3,8.6,65.66
"02336728","2011-05-17 10:00:00",13,"A e",15.4,7.1,8.6,59.72
"02337170","2011-05-10 05:45:00",1350,"A",21.2,6.9,7.8,70.16
"02336313","2011-05-16 07:15:00",1,"A",16.9,7.2,7.5,62.42
"02203700","2011-05-01 08:45:00",6.1,"A",17.6,7,6.7,63.68
"02203700","2011-05-16 04:45:00",4.4,"A",NA,6.9,4.7,NA
"02336120","2011-05-25 20:45:00",10,"A",25.2,7.3,8.2,77.36
"02336360","2011-05-27 14:45:00",65,"A",21,6.6,7.4,69.8
"02336313","2011-05-15 17:00:00",1,"A",18.8,7.3,8.9,65.84
"02337170","2011-05-04 09:15:00",6660,"A e",NA,6.8,9.5,NA
"02336526","2011-05-12 07:00:00",3.6,"A",23,7.2,6.1,73.4
"02336240","2011-05-07 21:00:00",13,"A",19.7,7.3,8.8,67.46
"02336120","2011-05-23 19:30:00",11,"A",23.9,7.2,8.1,75.02
"02336313","2011-05-12 16:00:00",1,"A",23.8,7.2,8.8,74.84
"02336240","2011-05-21 17:30:00",9.2,"A e",22.1,7.4,9.8,71.78
"02336526","2011-05-24 12:15:00",3.1,"A e",21.2,7.5,6.4,70.16
"02336300","2011-05-18 08:00:00",28,"A",14.6,7.5,8.2,58.28
"02336526","2011-05-31 10:00:00",4.8,"A",23,7.1,6.9,73.4
"02336410","2011-05-03 02:15:00",21,"A",21.5,6.8,7,70.7
"02336300","2011-05-08 08:30:00",34,"A",17.5,7.3,7.7,63.5
"02337170","2011-05-08 20:00:00",1420,"A",17.8,7,NA,64.04
"02336120","2011-05-25 12:45:00",12,"A",21.6,7.1,7,70.88
"02336728","2011-05-27 06:45:00",340,"A e",20.9,6.5,7.9,69.62
"02336360","2011-05-12 06:00:00",11,"A",22.7,6.9,6.9,72.86
"02336313","2011-05-11 20:15:00",0.98,"A",25.3,7.3,7.9,77.54
"02336410","2011-05-19 00:00:00",15,"A e",16.6,7.4,9.6,61.88
"02336300","2011-05-03 14:30:00",31,"A",20.5,7.3,7.5,68.9
"02336313","2011-05-13 00:30:00",0.98,"A e",24.7,7.2,6.6,76.46
"02203655","2011-05-31 07:45:00",9.2,"A",24,7.2,6,75.2
"02336728","2011-05-29 12:15:00",20,"A",21.7,7,7.5,71.06
"02336313","2011-05-22 03:30:00",0.93,"A e",22.1,7.2,6.2,71.78
"02336410","2011-05-05 05:15:00",40,"A e",17.2,6.9,8.2,62.96
"02336300","2011-05-08 08:15:00",33,"A",17.5,7.3,7.7,63.5
"02336410","2011-05-18 12:45:00",16,"A",14,7.2,9.3,57.2
"02336120","2011-05-08 17:15:00",17,"A",18.4,7.2,8.9,65.12
"02336313","2011-05-23 23:00:00",0.93,"A",24.8,7.2,7.5,76.64
"02336526","2011-05-24 17:45:00",3.1,"A",23.3,8.2,10.7,73.94
"02336240","2011-05-22 00:15:00",8.9,"A",22.4,7.2,7.5,72.32
"02337170","2011-05-09 13:00:00",1390,"A",18.2,6.9,8.3,64.76
"02336313","2011-05-10 12:30:00",1.1,"A e",19.3,7.2,7.1,66.74
"02336240","2011-05-22 07:45:00",8.9,"A",20.2,7.2,7.2,68.36
"02337170","2011-05-25 23:15:00",1680,"A e",NA,NA,9,NA
"02336360","2011-05-08 17:00:00",13,"A e",18.5,7.2,9,65.3
"02336240","2011-05-19 07:30:00",9.9,"A",14.8,7.3,8.4,58.64
"02336526","2011-05-19 23:30:00",3.6,"A",20,9,12.1,68
"02203655","2011-05-02 17:45:00",12,"A",20.1,7.1,7.3,68.18
"02336410","2011-05-18 11:45:00",16,"A",14,7.2,9.2,57.2
"02336728","2011-05-21 10:45:00",9.7,"A",18,7.1,8,64.4
"02336300","2011-05-26 04:15:00",18,"A",24.6,7.3,6.3,76.28
"02336410","2011-05-21 23:15:00",14,"A",23,7.4,8.2,73.4
"02336240","2011-05-09 21:00:00",12,"A",22.8,7.3,8.7,73.04
"02337170","2011-05-15 12:15:00",2280,"A e",15.1,6.9,9.6,59.18
"02336728","2011-05-31 11:00:00",13,"A",22.7,7,7.3,72.86
